id_pedido,data_pedido,id_cliente,canal,cidade,estado,categoria,produto,quantidade,preco_unitario,frete,status,data_entrega
PED-00447,23/12/2024,CLI-0246,site,Goiânia,GO,Esporte,Corda de Pular Speed,1,40.73,"R$ 23,45",entregue,04/01/2025
PED-04938,2024-08-12,CLI-0347,app,Salvador,BA,Eletrônicos,Fone Bluetooth TWS,2,289.39,"R$ 0,00",em transporte,
PED-03895,2024-11-30,CLI-0027,app,Belo Horizonte,MG,ELETRÔNICOS,Fone Bluetooth TWS,2,232.0,"R$ 0,00",entregue,2024-12-05
PED-03124,25/01/2024,CLI-0901,site,  Campinas ,SP,CASA & DECORAÇÃO,Jogo de Toalhas 4 peças,1,171.59,"R$ 14,11",entregue,03/02/2024
PED-02898,2023-07-26,CLI-0778,app,Salvador,BA,Casa & Decoração,Luminária de Mesa LED,1,172.5,"R$ 29,24",entregue,2023-08-10
PED-03816,2023-12-12,CLI-0336,app,Rio de Janeiro,RJ,Beleza,Perfume Importado 100ml,1,301.39,"R$ 0,00",em transporte,
PED-03348,2024-05-10,CLI-0822,app,Ribeirão Preto,,Casa & Decoração,"Tapete Sala 1,5m",2,250.1,"R$ 0,00",cancelado,
PED-00417,29/05/2023,CLI-0713,site,Campinas,SP,Esporte,Camiseta Dry Fit,1,49.01,"R$ 16,85",devolvido,11/06/2023
PED-02115,2023-01-17,CLI-1223,app,Porto Alegre,RS,Moda,Jaqueta Jeans,1,337.21,"R$ 0,00",entregue,2023-01-28
PED-01761,2023-11-12,CLI-0875,marketplace,Ribeirão Preto,SP,Esporte,Garrafa Térmica 1L,1,84.35,"R$ 15,71",entregue,2023-11-17
PED-01631,16/02/2024,CLI-1374,app,Fortaleza,CE,ELETRÔNICOS,Smartwatch Fit,2,702.83,"R$ 0,00",em transporte,
PED-00891,2023-11-15,CLI-0207,marketplace,Campinas,SP,ELETRÔNICOS,Smartwatch Fit,4,896.31,"R$ 0,00",Entregue,2023-11-18
PED-04594,2023-07-25,CLI-0445,site,Recife,PE,Beleza,Secador de Cabelo 2000W,2,312.84,"R$ 0,00",entregue,2023-08-03
PED-01513,03/06/2024,CLI-0225,site,RIO DE JANEIRO,RJ,Eletrônicos,Smartwatch Fit,3,692.01,"R$ 0,00",entregue,10/06/2024
PED-04239,2024-04-02,CLI-1158,site,São Paulo,SP,Eletrônicos,Caixa de Som Portátil,1,208.32,"R$ 7,71",entregue,2024-04-13
PED-00283,2023-08-28,CLI-1124,app,Belo Horizonte,MG,Moda,Boné Aba Curva,2,52.69,"R$ 22,03",entregue,2023-09-09
PED-04088,2024-05-28,CLI-0472,site,São Paulo,SP,Moda,Camiseta Básica Algodão,2,82.25,"R$ 11,27",entregue,2024-06-07
PED-00544,2024-12-27,CLI-0352,site,Belo Horizonte,MG,Esporte,Corda de Pular Speed,2,84.24,"R$ 18,63",em transporte,
PED-02062,2023-09-24,CLI-1212,app,São Paulo,SP,Eletrônicos,Carregador Turbo 30W,2,67.97,"R$ 17,93",devolvido,2023-09-30
PED-04495,2023-09-29,CLI-0638,marketplace,belo horizonte,MG,Eletrônicos,Webcam Full HD,3,360.72,"R$ 0,00",entregue,2023-10-08
PED-02817,2023-10-09,CLI-0240,site,Campinas,SP,MODA,Camiseta Básica Algodão,3,56.35,"R$ 16,05",entregue,2023-10-21
PED-04115,2024-09-13,CLI-1127,marketplace,Porto Alegre,RS,Eletrônicos,Caixa de Som Portátil,2,407.42,"R$ 0,00",entregue,2024-10-01
PED-02917,04/09/2023,CLI-1067,app,Salvador,,Casa & Decoração,Jogo de Toalhas 4 peças,1,211.07,"R$ 34,43",Cancelado,
PED-04011,2023-09-22,CLI-0539,site,São Paulo,SP,Eletrônicos,Webcam Full HD,2,192.01,"R$ 0,00",em transporte,
PED-03805,2023-01-23,CLI-1282,app,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,1,116.35,"R$ 15,82",EM TRANSPORTE,
PED-01518,2024-12-13,CLI-1136,site,São Paulo,SP,Beleza,Perfume Importado 100ml,1,239.63,"R$ 12,02",entregue,2024-12-21
PED-04491,2024-03-24,CLI-0517,site,Curitiba,PR,Beleza,Base Líquida Matte,1,79.17,"R$ 20,68",devolvido,2024-04-10
PED-00224,13/12/2024,CLI-0434,site,curitiba,PR,Eletrônicos,Fone Bluetooth TWS,4,375.99,"R$ 0,00",ENTREGUE,24/12/2024
PED-03909,2024-04-09,CLI-0653,site,Rio de Janeiro,RJ,Beleza,Kit Skincare Facial,2,102.65,"R$ 21,37",entregue,2024-04-17
PED-03205,2024-12-01,CLI-0256,site,Ribeirão Preto,SP,beleza,Kit Skincare Facial,1,107.98,"R$ 15,07",em transporte,
PED-02095,2024-11-21,CLI-0424,site,Goiânia,GO,Moda,Camiseta Básica Algodão,3,86.75,"R$ 30,63",entregue,2024-12-07
PED-01886,2023-11-11,CLI-0790,app,Brasília,DF,Eletrônicos,Webcam Full HD,1,302.48,"R$ 0,00",entregue,2023-11-22
PED-01943,25/12/2023,CLI-0920,site,Brasília,DF,Casa & Decoração,"Tapete Sala 1,5m",1,372.03,"R$ 0,00",em transporte,
PED-00441,2024-11-04,CLI-0823,app,Campinas,SP,Eletrônicos,Carregador Turbo 30W,2,96.39,"R$ 20,99",entregue,2024-11-11
PED-02688,2024-07-05,CLI-0966,app,Rio de Janeiro,RJ,Esporte,Tapete de Yoga 6mm,4,164.93,"R$ 0,00",ENTREGUE,2024-07-18
PED-03741,2023-08-02,CLI-0335,site,salvador,BA,Moda,Tênis Casual Masculino,4,176.48,"R$ 0,00",entregue,2023-08-15
PED-02058,2024-02-12,CLI-0373,site,Curitiba,PR,Beleza,Secador de Cabelo 2000W,2,200.89,"R$ 0,00",entregue,2024-03-01
PED-03690,2023-12-07,CLI-0944,site,belo horizonte,MG,Eletrônicos,Smartwatch Fit,2,895.33,"R$ 0,00",entregue,2023-12-19
PED-04124,09/12/2023,CLI-0695,app,Fortaleza,CE,Esporte,Corda de Pular Speed,3,58.1,"R$ 36,11",devolvido,18/12/2023
PED-02133,28/12/2024,CLI-0789,app,Brasília,DF,Moda,Boné Aba Curva,2,-90.25,"R$ 19,81",devolvido,08/01/2025
PED-03867,2024-04-22,CLI-0989,app,São Paulo,SP,Moda,Boné Aba Curva,2,61.05,"R$ 14,08",cancelado,
PED-01781,2023-06-23,CLI-1337,app,Belo Horizonte,MG,Eletrônicos,Smartwatch Fit,4,381.52,"R$ 0,00",em transporte,
PED-04404,2023-10-01,CLI-0569,app,Belo Horizonte,MG,Eletrônicos,Fone Bluetooth TWS,4,211.59,"R$ 0,00",cancelado,
PED-04512,2024-03-17,CLI-1387,app,SALVADOR,BA,Eletrônicos,Webcam Full HD,1,374.25,"R$ 0,00",entregue,2024-03-30
PED-03063,05/09/2023,CLI-0798,marketplace,São Paulo,SP,Moda,Boné Aba Curva,1,53.8,"R$ 18,01",devolvido,10/09/2023
PED-04152,2024-04-03,CLI-1265,marketplace,Goiânia,GO,Eletrônicos,Fone Bluetooth TWS,2,151.0,"R$ 0,00",Devolvido,2024-04-10
PED-02641,2024-08-06,CLI-0712,site,Curitiba,PR,moda,Jaqueta Jeans,4,334.09,"R$ 0,00",ENTREGUE,2024-08-15
PED-04427,2023-07-10,CLI-1394,app,Salvador,BA,Beleza,Secador de Cabelo 2000W,1,184.82,"R$ 20,25",entregue,2023-07-17
PED-02187,2024-10-16,CLI-0166,marketplace,RECIFE,PE,Beleza,Base Líquida Matte,2,92.18,"R$ 33,51",entregue,2024-10-26
PED-00764,2023-05-25,CLI-1105,marketplace,Belo Horizonte,MG,Eletrônicos,Webcam Full HD,2,178.44,"R$ 0,00",cancelado,
PED-00336,2024-05-26,CLI-0092,app,Salvador,BA,Moda,Boné Aba Curva,3,102.04,"R$ 0,00",entregue,2024-06-12
PED-02768,2024-07-08,CLI-1039,site,Fortaleza,CE,Esporte,Halter Emborrachado 5kg,2,115.98,"R$ 36,88",entregue,2024-07-20
PED-03965,2023-11-18,CLI-0202,app,São Paulo,SP,Eletrônicos,Fone Bluetooth TWS,2,189.46,"R$ 0,00",em transporte,
PED-03526,07/01/2024,CLI-0459,app,Fortaleza,CE,eletronicos,Webcam Full HD,4,220.86,"R$ 0,00",entregue,22/01/2024
PED-00593,2023-10-31,CLI-0909,site,Ribeirão Preto,SP,Eletrônicos,Carregador Turbo 30W,2,97.6,"R$ 12,27",entregue,2023-11-07
PED-01801,2024-05-23,CLI-0529,site,Brasília,DF,Eletrônicos,Caixa de Som Portátil,2,389.79,"R$ 0,00",ENTREGUE,2024-06-01
PED-02747,2023-07-29,CLI-0654,site,Brasília,DF,Eletrônicos,Carregador Turbo 30W,2,107.47,"R$ 23,03",entregue,2023-08-14
PED-04269,2024-09-30,CLI-0689,marketplace,SALVADOR,BA,Beleza,Perfume Importado 100ml,1,458.52,"R$ 0,00",entregue,2024-10-18
PED-04211,25/07/2024,CLI-0614,marketplace,Campinas,SP,Eletrônicos,Webcam Full HD,1,326.75,"R$ 0,00",entregue,04/08/2024
PED-00370,2024-11-20,CLI-0266,site,São Paulo,SP,Eletrônicos,Smartwatch Fit,4,391.38,"R$ 0,00",cancelado,
PED-03034,2023-08-22,CLI-0488,app,Ribeirão Preto,SP,Beleza,Base Líquida Matte,1,120.5,"R$ 18,54",devolvido,2023-08-29
PED-03966,2023-04-10,CLI-0701,app,Rio de Janeiro,RJ,Beleza,Kit Skincare Facial,1,233.62,"R$ 17,75",cancelado,
PED-02679,2024-08-28,CLI-0352,app,Campinas,SP,Eletrônicos,Caixa de Som Portátil,1,282.26,"R$ 10,60",entregue,2024-09-09
PED-01640,2024-08-16,CLI-0261,marketplace,Campinas,SP,Moda,"Mochila Notebook 15""",4,193.48,"R$ 0,00",entregue,2024-08-30
PED-00860,2024-03-18,CLI-1105,site,São Paulo,SP,Casa & Decoração,"Tapete Sala 1,5m",3,392.67,"R$ 0,00",entregue,2024-03-21
PED-04306,14/05/2023,CLI-0261,marketplace,Campinas,SP,Beleza,Base Líquida Matte,1,67.59,"R$ 16,36",entregue,19/05/2023
PED-01503,01/12/2023,CLI-0902,site,Belo Horizonte,MG,Beleza,Perfume Importado 100ml,1,499.59,"R$ 0,00",em transporte,
PED-01672,2024-05-29,CLI-1008,app,Porto Alegre,RS,CASA & DECORAÇÃO,Luminária de Mesa LED,1,166.48,"R$ 22,77",entregue,2024-06-14
PED-01176,2024-09-01,CLI-0218,site,Rio de Janeiro,RJ,Moda,Camiseta Básica Algodão,1,63.44,"R$ 19,98",entregue,2024-09-07
PED-01649,2024-11-24,CLI-0120,site,Curitiba,PR,casa & decoracao,Jogo de Toalhas 4 peças,1,129.14,"R$ 22,65",entregue,2024-12-12
PED-04844,2024-01-04,CLI-0495,site,Brasília,DF,moda,Boné Aba Curva,1,67.56,"R$ 23,55",em transporte,
PED-04058,12/12/2024,CLI-1056,site,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,4,52.68,"R$ 15,76",em transporte,
PED-02887,2023-01-28,CLI-0905,site,Curitiba,PR,Moda,Boné Aba Curva,2,82.05,"R$ 22,01",Entregue,2023-02-07
PED-02704,2024-10-12,CLI-0476,site,Salvador,BA,Beleza,Kit Skincare Facial,2,272.99,"R$ 0,00",entregue,2024-10-24
PED-02613,2024-02-29,CLI-1208,marketplace,Brasília,DF,Esporte,Garrafa Térmica 1L,1,137.41,"R$ 30,72",entregue,2024-03-13
PED-02800,2024-09-14,CLI-0500,app,Belo Horizonte,MG,Moda,"Mochila Notebook 15""",4,133.39,"R$ 0,00",entregue,2024-09-24
PED-03571,09/09/2024,CLI-0355,app,Curitiba,PR,Casa & Decoração,"Tapete Sala 1,5m",2,222.84,"R$ 0,00",entregue,17/09/2024
PED-02619,2024-10-19,CLI-0490,site,Rio de Janeiro,RJ,Casa & Decoração,Quadro Decorativo Abstrato,2,70.47,"R$ 18,80",entregue,2024-10-24
PED-03768,14/11/2023,CLI-0757,site,Porto Alegre,,Eletrônicos,Fone Bluetooth TWS,2,152.49,"R$ 0,00",entregue,22/11/2023
PED-04587,2024-03-09,CLI-1216,app,Salvador,,Esporte,Tapete de Yoga 6mm,1,86.95,"R$ 31,77",ENTREGUE,2024-03-16
PED-04794,2024-12-13,CLI-0121,app,São Paulo,SP,ELETRÔNICOS,Fone Bluetooth TWS,2,379.19,"R$ 0,00",devolvido,2024-12-18
PED-04615,08/11/2023,CLI-0318,marketplace,Salvador,BA,Moda,Tênis Casual Masculino,1,400.9,"R$ 0,00",entregue,21/11/2023
PED-00320,2024-12-10,CLI-0640,site,Curitiba,PR,Moda,"Mochila Notebook 15""",1,265.51,"R$ 24,12",em transporte,
PED-02564,2024-03-18,CLI-0949,site,São Paulo,SP,Beleza,Secador de Cabelo 2000W,1,298.4,"R$ 9,99",em transporte,
PED-04701,2024-12-22,CLI-0170,app,Belo Horizonte,MG,Beleza,Base Líquida Matte,3,94.89,"R$ 19,80",em transporte,
PED-02732,2023-10-23,CLI-0056,marketplace,Campinas,SP,Casa & Decoração,Jogo de Toalhas 4 peças,1,203.93,"R$ 14,18",ENTREGUE,2023-11-02
PED-04153,2024-01-11,CLI-1017,app,São Paulo,SP,Beleza,Kit Skincare Facial,4,98.12,"R$ 0,00",Entregue,2024-01-25
PED-04155,04/05/2024,CLI-1237,app,Fortaleza,CE,Casa & Decoração,"Tapete Sala 1,5m",2,285.57,"R$ 0,00",entregue,20/05/2024
PED-00136,2023-01-27,CLI-0261,app,  São Paulo ,SP,Moda,Boné Aba Curva,4,68.86,"R$ 21,09",entregue,2023-02-05
PED-04299,30/03/2024,CLI-0668,app,Rio de Janeiro,RJ,Eletrônicos,Fone Bluetooth TWS,1,375.35,"R$ 0,00",entregue,07/04/2024
PED-01651,2023-09-24,CLI-0606,app,FORTALEZA,CE,Beleza,Secador de Cabelo 2000W,4,205.38,"R$ 0,00",entregue,2023-10-02
PED-03513,2024-12-26,CLI-0618,site,Rio de Janeiro,RJ,Casa & Decoração,Jogo de Toalhas 4 peças,2,107.41,"R$ 20,93",entregue,2025-01-06
PED-03982,2024-01-14,CLI-0827,marketplace,Belo Horizonte,MG,Moda,Camiseta Básica Algodão,3,70.85,"R$ 21,96",entregue,2024-01-24
PED-00356,2024-03-22,CLI-0518,site,RECIFE,PE,Eletrônicos,Fone Bluetooth TWS,1,277.81,"R$ 31,29",entregue,2024-04-08
PED-03167,2023-04-16,CLI-0076,site,Fortaleza,CE,Eletrônicos,Smartwatch Fit,2,818.76,"R$ 0,00",entregue,2023-04-27
PED-01077,2024-04-08,CLI-0265,site,Ribeirão Preto,SP,Eletrônicos,Webcam Full HD,3,275.43,"R$ 0,00",entregue,2024-04-22
PED-04357,2024-12-11,CLI-0744,site,Campinas,SP,ELETRÔNICOS,Carregador Turbo 30W,1,67.24,"R$ 14,43",entregue,2024-12-21
PED-00641,24/08/2024,CLI-0261,app,São Paulo,SP,Esporte,Tapete de Yoga 6mm,2,96.95,"R$ 15,27",ENTREGUE,28/08/2024
PED-02110,2023-06-17,CLI-1028,app,Campinas,SP,Moda,Tênis Casual Masculino,3,265.36,"R$ 0,00",entregue,2023-06-24
PED-03463,2023-01-08,CLI-0166,site,São Paulo,SP,Esporte,Tapete de Yoga 6mm,4,146.93,"R$ 0,00",entregue,2023-01-19
PED-04571,27/10/2023,CLI-0214,app,Porto Alegre,RS,Beleza,Kit Skincare Facial,1,251.73,"R$ 22,26",entregue,14/11/2023
PED-03292,2024-08-09,CLI-0908,site,Campinas,SP,Moda,Boné Aba Curva,2,88.43,"R$ 12,52",entregue,2024-08-22
PED-03042,2024-11-30,CLI-1275,site,São Paulo,SP,Eletrônicos,Caixa de Som Portátil,1,404.87,"R$ 0,00",entregue,2024-12-11
PED-03534,2023-06-18,CLI-0017,marketplace,Belo Horizonte,MG,Moda,"Mochila Notebook 15""",2,264.46,"R$ 0,00",entregue,2023-06-25
PED-01898,2023-10-03,CLI-0691,site,Rio de Janeiro,RJ,Eletrônicos,Fone Bluetooth TWS,1,396.26,"R$ 0,00",entregue,2023-10-15
PED-04717,18/11/2023,CLI-1158,marketplace,São Paulo,SP,Esporte,Garrafa Térmica 1L,4,134.07,"R$ 0,00",entregue,28/11/2023
PED-04822,02/10/2023,CLI-0262,marketplace,Campinas,SP,Moda,Boné Aba Curva,3,45.43,"R$ 17,44",entregue,13/10/2023
PED-02664,06/09/2023,CLI-0501,app,Campinas,SP,Eletrônicos,Smartwatch Fit,3,567.69,"R$ 0,00",em transporte,
PED-03073,14/10/2024,CLI-1290,site,Curitiba,PR,Casa & Decoração,Vaso Decorativo Cerâmica,2,102.46,"R$ 20,00",entregue,23/10/2024
PED-03819,2024-07-15,CLI-0636,site,Rio de Janeiro,RJ,Beleza,Base Líquida Matte,4,115.35,"R$ 0,00",em transporte,
PED-03035,2024-12-25,CLI-1399,app,Recife,PE,beleza,Kit Skincare Facial,1,219.69,"R$ 27,98",em transporte,
PED-00330,2023-10-14,CLI-0741,app,SÃO PAULO,SP,Eletrônicos,Fone Bluetooth TWS,3,218.59,"R$ 0,00",cancelado,
PED-00824,2024-06-29,CLI-1293,app,São Paulo,SP,Eletrônicos,Fone Bluetooth TWS,1,344.49,"R$ 0,00",entregue,2024-07-10
PED-04422,04/07/2023,CLI-1366,site,Salvador,BA,Eletrônicos,Smartwatch Fit,1,351.7,"R$ 0,00",entregue,14/07/2023
PED-00065,09/06/2024,CLI-0261,app,Belo Horizonte,MG,eletronicos,Smartwatch Fit,2,346.5,"R$ 0,00",entregue,17/06/2024
PED-02639,2024-10-19,CLI-0355,app,Salvador,BA,Casa & Decoração,Vaso Decorativo Cerâmica,2,64.72,"R$ 26,48",em transporte,
PED-00773,10/05/2024,CLI-0301,marketplace,São Paulo,SP,Beleza,Perfume Importado 100ml,2,315.82,"R$ 0,00",entregue,13/05/2024
PED-03101,12/12/2024,CLI-0710,marketplace,São Paulo,SP,Beleza,Base Líquida Matte,1,123.79,"R$ 15,39",entregue,17/12/2024
PED-00366,2023-12-28,CLI-0164,marketplace,São Paulo,SP,Moda,"Mochila Notebook 15""",4,155.08,"R$ 0,00",entregue,2024-01-09
PED-03946,14/11/2024,CLI-0767,app,Goiânia,GO,Esporte,Tapete de Yoga 6mm,2,182.68,"R$ 0,00",entregue,02/12/2024
PED-01108,2023-12-12,CLI-1293,marketplace,Belo Horizonte,,Esporte,Tapete de Yoga 6mm,2,158.44,"R$ 0,00",entregue,2023-12-26
PED-00354,2024-04-29,CLI-0910,app,Rio de Janeiro,RJ,MODA,Jaqueta Jeans,3,284.01,"R$ 0,00",entregue,2024-05-11
PED-00679,2023-05-21,CLI-0428,app,Salvador,BA,Beleza,Base Líquida Matte,2,51.62,"R$ 29,83",entregue,2023-06-08
PED-03329,2024-03-10,CLI-0184,app,Fortaleza,CE,Beleza,Kit Skincare Facial,1,123.44,"R$ 33,45",cancelado,
PED-03166,2024-07-19,CLI-0324,site,Campinas,SP,Esporte,Garrafa Térmica 1L,1,106.25,"R$ 14,59",entregue,2024-07-27
PED-02296,16/02/2023,CLI-1006,marketplace,Rio de Janeiro,RJ,casa & decoracao,Vaso Decorativo Cerâmica,3,175.14,"R$ 0,00",ENTREGUE,20/02/2023
PED-00670,2023-12-22,CLI-0957,marketplace,Fortaleza,CE,Moda,Boné Aba Curva,3,73.51,"R$ 33,61",entregue,2024-01-04
PED-03935,2024-03-03,CLI-0032,marketplace,Brasília,DF,Eletrônicos,Caixa de Som Portátil,1,226.0,"R$ 25,81",entregue,2024-03-19
PED-02017,2023-10-07,CLI-0899,site,RIO DE JANEIRO,RJ,Moda,Jaqueta Jeans,1,235.71,"R$ 20,47",entregue,2023-10-18
PED-01956,2024-12-19,CLI-1168,app,Belo Horizonte,MG,Eletrônicos,Carregador Turbo 30W,3,121.44,"R$ 0,00",entregue,2025-01-01
PED-03262,2024-07-22,CLI-0830,marketplace,Fortaleza,CE,Esporte,Garrafa Térmica 1L,4,138.66,"R$ 0,00",devolvido,2024-08-01
PED-02484,2023-11-15,CLI-0376,app,Brasília,DF,Moda,Tênis Casual Masculino,1,263.12,"R$ 27,36",entregue,2023-12-03
PED-00401,2023-10-26,CLI-0282,marketplace,Rio de Janeiro,RJ,Beleza,Base Líquida Matte,1,76.86,"R$ 18,73",devolvido,2023-10-29
PED-03333,2023-01-30,CLI-0261,app,Salvador,BA,Eletrônicos,Webcam Full HD,1,353.82,"R$ 0,00",em transporte,
PED-00614,2024-12-25,CLI-0017,site,Recife,PE,Eletrônicos,Webcam Full HD,2,331.39,"R$ 0,00",DEVOLVIDO,2025-01-06
PED-04092,2024-09-11,CLI-1348,app,Ribeirão Preto,SP,Beleza,Perfume Importado 100ml,4,244.74,"R$ 0,00",EM TRANSPORTE,
PED-03941,2023-03-24,CLI-0227,site,Campinas,SP,Beleza,Perfume Importado 100ml,2,232.31,"R$ 0,00",entregue,2023-04-07
PED-03375,11/03/2024,CLI-0719,app,Fortaleza,CE,Moda,Camiseta Básica Algodão,1,44.85,"R$ 33,11",ENTREGUE,18/03/2024
PED-03280,2023-04-25,CLI-0346,site,Campinas,SP,Esporte,Halter Emborrachado 5kg,4,97.3,"R$ 0,00",entregue,2023-05-07
PED-01818,2024-02-10,CLI-1358,app,Curitiba,PR,esporte,Garrafa Térmica 1L,3,64.07,"R$ 24,67",entregue,2024-02-22
PED-00505,20/03/2024,CLI-0186,site,Recife,PE,Casa & Decoração,Jogo de Toalhas 4 peças,2,195.11,"R$ 0,00",entregue,27/03/2024
PED-00228,2024-04-16,CLI-0216,app,rio de janeiro,RJ,Esporte,Tapete de Yoga 6mm,3,188.73,"R$ 0,00",entregue,2024-04-24
PED-01756,2024-05-03,CLI-0801,app,são paulo,SP,Eletrônicos,Fone Bluetooth TWS,1,368.32,"R$ 0,00",entregue,2024-05-09
PED-00246,2024-11-10,CLI-1142,site,Recife,PE,Beleza,Secador de Cabelo 2000W,2,315.08,"R$ 0,00",devolvido,2024-11-24
PED-01636,2023-12-24,CLI-0778,site,Curitiba,PR,Moda,Boné Aba Curva,1,47.59,"R$ 24,31",em transporte,
PED-04748,2024-05-28,CLI-0826,site,RECIFE,,Casa & Decoração,Quadro Decorativo Abstrato,1,139.58,"R$ 36,05",entregue,2024-06-04
PED-02003,2024-12-12,CLI-1328,app,Belo Horizonte,MG,Moda,"Mochila Notebook 15""",3,269.35,"R$ 0,00",entregue,2024-12-21
PED-00375,12/06/2023,CLI-0657,app,Belo Horizonte,MG,Casa & Decoração,Jogo de Toalhas 4 peças,4,,"R$ 0,00",entregue,23/06/2023
PED-00120,2024-06-03,CLI-0677,site,Ribeirão Preto,SP,Casa & Decoração,Vaso Decorativo Cerâmica,3,68.85,"R$ 11,51",entregue,2024-06-16
PED-00041,2024-01-11,CLI-0032,app,Rio de Janeiro,RJ,Casa & Decoração,Jogo de Toalhas 4 peças,1,110.38,"R$ 19,17",entregue,2024-01-16
PED-02776,2023-11-23,CLI-0953,site,Fortaleza,CE,Esporte,Corda de Pular Speed,3,47.44,"R$ 28,74",entregue,2023-12-08
PED-00664,05/04/2023,CLI-0790,marketplace,  Recife ,PE,Beleza,Perfume Importado 100ml,1,352.51,"R$ 0,00",Entregue,16/04/2023
PED-02991,2024-09-28,CLI-0701,site,ribeirão preto,SP,Eletrônicos,Carregador Turbo 30W,1,72.68,"R$ 20,34",entregue,2024-10-01
PED-00647,06/01/2023,CLI-0935,site,Campinas,SP,ESPORTE,Camiseta Dry Fit,1,49.18,"R$ 7,27",entregue,12/01/2023
PED-02579,2023-05-11,CLI-1065,site,Brasília,DF,Eletrônicos,Carregador Turbo 30W,1,125.1,"R$ 28,35",entregue,2023-05-29
PED-01436,21/12/2024,CLI-0987,site,SÃO PAULO,SP,Esporte,Camiseta Dry Fit,1,,"R$ 12,55",entregue,24/12/2024
PED-03359,2024-07-10,CLI-0958,app,São Paulo,SP,Moda,Camiseta Básica Algodão,1,60.37,"R$ 17,21",ENTREGUE,2024-07-21
PED-02902,2024-12-02,CLI-0034,site,São Paulo,SP,Moda,Jaqueta Jeans,1,337.49,"R$ 0,00",entregue,2024-12-06
PED-02066,2024-12-02,CLI-1352,site,Curitiba,PR,casa & decoracao,Quadro Decorativo Abstrato,1,75.61,"R$ 17,70",entregue,2024-12-12
PED-00756,2023-08-20,CLI-1380,site,Rio de Janeiro,RJ,Eletrônicos,Caixa de Som Portátil,3,499.69,"R$ 0,00",entregue,2023-08-26
PED-00555,2023-02-22,CLI-0809,site,Belo Horizonte,MG,Eletrônicos,Webcam Full HD,1,188.33,"R$ 16,65",cancelado,
PED-02343,2024-08-15,CLI-1251,site,Fortaleza,CE,CASA & DECORAÇÃO,Luminária de Mesa LED,4,206.59,"R$ 0,00",entregue,2024-08-29
PED-03750,2023-07-23,CLI-0946,app,Recife,PE,Eletrônicos,Webcam Full HD,2,322.2,"R$ 0,00",entregue,2023-08-03
PED-04093,27/10/2024,CLI-1300,app,Porto Alegre,RS,Eletrônicos,Smartwatch Fit,3,465.43,"R$ 0,00",entregue,05/11/2024
PED-04485,2024-11-08,CLI-1008,marketplace,Porto Alegre,RS,Moda,"Mochila Notebook 15""",1,268.95,"R$ 31,35",em transporte,
PED-03654,2023-07-26,CLI-1077,site,Salvador,BA,Moda,Tênis Casual Masculino,2,197.21,"R$ 0,00",entregue,2023-08-05
PED-00803,2024-11-17,CLI-0720,site,Curitiba,PR,Moda,Tênis Casual Masculino,4,312.64,"R$ 0,00",entregue,2024-11-24
PED-01388,2023-10-26,CLI-0460,marketplace,  São Paulo ,SP,Beleza,Kit Skincare Facial,4,138.7,"R$ 0,00",CANCELADO,
PED-02555,2023-10-11,CLI-0657,site,Belo Horizonte,MG,Eletrônicos,Fone Bluetooth TWS,1,356.56,"R$ 0,00",entregue,2023-10-19
PED-04119,2023-11-05,CLI-0261,app,Brasília,DF,Beleza,Kit Skincare Facial,2,273.72,"R$ 0,00",em transporte,
PED-02037,2024-12-07,CLI-1082,site,Rio de Janeiro,RJ,Casa & Decoração,Jogo de Toalhas 4 peças,3,246.55,"R$ 0,00",entregue,2024-12-21
PED-03234,2023-04-20,CLI-0043,app,rio de janeiro,RJ,Beleza,Secador de Cabelo 2000W,1,275.59,"R$ 27,25",entregue,2023-04-28
PED-04551,2023-03-21,CLI-0732,marketplace,Curitiba,PR,Esporte,Corda de Pular Speed,1,72.05,"R$ 24,70",em transporte,
PED-01819,2024-03-05,CLI-1315,site,São Paulo,SP,Moda,Boné Aba Curva,1,87.78,"R$ 14,20",ENTREGUE,2024-03-17
PED-00379,2023-12-08,CLI-0021,site,Fortaleza,CE,Eletrônicos,Caixa de Som Portátil,1,318.2,"R$ 0,00",entregue,2023-12-17
PED-00794,2023-03-29,CLI-0387,site,São Paulo,SP,Casa & Decoração,Quadro Decorativo Abstrato,1,107.75,"R$ 15,71",Entregue,2023-04-05
PED-00606,2024-09-22,CLI-0577,marketplace,FORTALEZA,CE,MODA,"Mochila Notebook 15""",2,285.29,"R$ 0,00",cancelado,
PED-01959,2024-11-03,CLI-0264,marketplace,Recife,PE,Eletrônicos,Smartwatch Fit,2,323.06,"R$ 0,00",entregue,2024-11-17
PED-01515,2024-11-19,CLI-0959,site,Rio de Janeiro,RJ,Moda,"Mochila Notebook 15""",4,310.63,"R$ 0,00",entregue,2024-11-23
PED-00290,2023-04-22,CLI-0806,site,Fortaleza,CE,Beleza,Secador de Cabelo 2000W,2,199.81,"R$ 0,00",entregue,2023-04-29
PED-01272,2023-12-06,CLI-0583,marketplace,Porto Alegre,RS,Beleza,Base Líquida Matte,3,104.16,"R$ 0,00",em transporte,
PED-02615,2023-09-29,CLI-0645,marketplace,São Paulo,SP,Beleza,Secador de Cabelo 2000W,1,210.47,"R$ 14,24",entregue,2023-10-11
